index_code,trade_date,index_level,return_ew,constituent_count,total_volume,CYB,HS300,SSE,policy_event_count,policy_intensity_sum,policy_intensity_max,central_event_count,positive_event_count,support,implementation,innovation,uncertainty_language,risk_regulation,policy_climate_factor,policy_climate_index,company_event_count,company_event_relevance_sum,positive_company_events,negative_company_events,unique_event_chains,news_count,news_source_count,news_positive_terms,news_negative_terms,news_uncertain_terms,news_tone,llm_company_event_count,llm_company_intensity,llm_company_relevance,llm_company_positive,llm_company_negative,llm_policy_event_count,llm_policy_intensity,llm_policy_uncertainty,llm_policy_novelty,llm_policy_type_airspace_reform,llm_policy_type_fiscal_subsidy,llm_policy_type_industry_standard,llm_policy_type_infrastructure,llm_policy_type_other,llm_policy_type_regulation,llm_policy_type_strategic_plan,llm_policy_type_support_measure,llm_company_intensity_ewm20,llm_company_relevance_ewm20,llm_policy_intensity_ewm20,final_company_event_count,final_company_intensity,final_company_positive,final_company_negative,final_human_event_count,final_policy_event_count,final_policy_intensity,final_policy_uncertainty,final_company_intensity_ewm20,final_policy_intensity_ewm20,company_sentiment_impulse,company_risk_impulse,company_attention,company_signed_count,company_confidence_impulse,policy_support_impulse,policy_risk_impulse,policy_attention,policy_signed_count,policy_confidence_impulse,risk_impulse,attention_impulse,confidence_impulse,signed_breadth_impulse,policy_support,policy_support_z,company_sentiment,company_sentiment_z,confidence_balance,confidence_balance_z,signed_breadth,signed_breadth_z,pca_sentiment_index,dynamic_sentiment_filtered,dynamic_sentiment_smoothed,dynamic_factor_se,dynamic_sentiment_change,realtime_sentiment_index,realtime_sentiment_z,realtime_model_train_end,realtime_explained_variance,realtime_available,realtime_sentiment_change,realtime_sentiment_lag1,realtime_sentiment_change_lag1,excess_return_hs300,return_lag_1,return_lag_2,return_lag_5,return_lag_10,return_lag_20,volatility_5d,momentum_5d,volatility_10d,momentum_10d,volatility_20d,momentum_20d,future_return_1d,future_up_1d,future_return_5d,future_up_5d,future_return_20d,future_up_20d
LAE_CORE_EW,2019-01-02,1000.0,,5,326762.0,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,,,,,,,,,,,,,0.029577733660169025,1,0.0625349816942875,1,0.036663448940017496,1
LAE_CORE_EW,2019-01-03,1029.577733660169,0.029577733660169,5,571001.0,-0.0116132392555157,-0.0015827367201654,-0.0003772375663714,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.031160470380334402,,,,,,,,,,,,0.027156556671650955,1,0.03217766192468274,1,-0.0031598752252276485,0
LAE_CORE_EW,2019-01-04,1057.5375197321814,0.0271565566716511,5,922252.0,0.0252449567723342,0.0239574479567192,0.0204961937379277,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.003199108714931901,0.029577733660169,,,,,,,,,,,0.02853930677744776,1,0.0193352599085308,1,-0.0037379263669663487,0
LAE_CORE_EW,2019-01-07,1087.7189074364794,0.0285393067774478,5,889947.0,0.0183912107680939,0.0060707474298966,0.0072449072914306,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.022468559347551202,0.0271565566716511,0.029577733660169,,,,,,,,,,-0.013882254156888041,0,-0.008483262512370082,0,-0.008996250064468803,0
LAE_CORE_EW,2019-01-08,1072.6189171121937,-0.0138822541568882,5,516431.0,-0.0035881582890399,-0.0021608879284943,-0.0026173566671535,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,-0.011721366228393901,0.0285393067774478,0.0271565566716511,,,,,,,,,,-0.009401228392517114,0,0.005279393669792576,1,0.01657206707137182,1
LAE_CORE_EW,2019-01-09,1062.5349816942876,-0.0094012283925169,5,579730.0,-0.000783531590569,0.0100994192341765,0.0070770960157691,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,-0.0195006476266934,-0.0138822541568882,0.0285393067774478,,,,,,,,,,0.00016202403473331017,1,0.0011409455082953546,1,0.04725321431566942,1
LAE_CORE_EW,2019-01-10,1062.707137899067,0.0001620240347333,5,459648.0,-0.0027959953109653,-0.001880798316052,-0.003631590117673,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.0020428223507853002,-0.0094012283925169,-0.0138822541568882,0.029577733660169,,,0.022019072103550898,0.0625349816942875,,,,,0.014376627478350557,1,-0.008529888802588537,0,0.05547193820809526,1
LAE_CORE_EW,2019-01-11,1077.985282539226,0.0143766274783506,5,690791.0,0.002041318834939,0.0071891404599879,0.0073882687073487,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.0071874870183627,0.0001620240347333,-0.0094012283925169,0.0271565566716511,,,0.02013006804374992,0.03217766192468274,,,,,0.00046959812346325513,1,-0.021782573624582247,0,0.032304596173055034,1
LAE_CORE_EW,2019-01-14,1078.4915024050274,0.0004695981234632,5,598387.0,-0.0123339357620723,-0.0087243681295601,-0.0070717314778195,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,0.0091939662530233,0.0143766274783506,0.0001620240347333,0.0285393067774478,,,0.017492437813008445,0.0193352599085308,,,,,-0.00019453817787529193,0,-0.00832816919244983,0,0.07248420308986181,1
LAE_CORE_EW,2019-01-15,1078.2816946332955,-0.000194538177875,5,491032.0,0.0162680577849116,0.0196265703538061,0.0136329398959684,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,50.0,50.0,50.0,,0.0,,,,,False,,,,-0.0198211085316811,0.0004695981234632,0.0143766274783506,-0.0138822541568882,,,0.010889655316502824,-0.008483262512370082,,,,,-0.013479240625688282,0,-0.023794162885931502,0,0.08491735228463648,1
